Time, CPU Usage, CPU Temp, 
2020-08-02 21:00:13.342987,0.0,{'cpu_thermal': [shwtemp(label='', current=50.147, high=None, critical=None)]}
2020-08-02 21:00:23.357191,0.1,{'cpu_thermal': [shwtemp(label='', current=49.66, high=None, critical=None)]}
2020-08-02 21:00:33.371274,2.3,{'cpu_thermal': [shwtemp(label='', current=49.66, high=None, critical=None)]}
2020-08-02 21:00:43.385536,2.8,{'cpu_thermal': [shwtemp(label='', current=49.66, high=None, critical=None)]}
2020-08-02 21:00:53.399679,3.4,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:01:03.413777,2.2,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:01:13.423827,1.9,{'cpu_thermal': [shwtemp(label='', current=49.173, high=None, critical=None)]}
2020-08-02 21:01:23.437916,3.0,{'cpu_thermal': [shwtemp(label='', current=50.147, high=None, critical=None)]}
2020-08-02 21:01:33.452012,2.9,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:01:43.466336,3.3,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:01:53.480412,2.9,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:02:03.495253,2.4,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:02:13.509345,2.4,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:02:23.523549,2.3,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:02:33.537753,2.4,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:02:43.544305,2.2,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:02:53.557711,2.7,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:03:03.571131,3.1,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:03:13.585553,2.1,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:03:23.599679,2.5,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:03:33.613116,2.8,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:03:43.626626,2.4,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:03:53.640080,2.1,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:04:03.653548,2.7,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:04:13.667010,2.9,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:04:23.680690,2.6,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:04:33.694965,2.4,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:04:43.709118,1.7,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:04:53.723235,2.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:05:03.737478,2.4,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:05:13.750923,2.2,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:05:23.763849,2.2,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:05:33.777273,2.4,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:05:43.790679,2.6,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:05:53.804246,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:06:03.818304,0.1,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:06:13.832377,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:06:23.846468,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:06:33.860487,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:06:43.874666,3.6,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:06:53.888952,2.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:07:03.903081,2.6,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:07:13.917304,2.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:07:23.931487,3.1,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:07:33.945852,3.1,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:07:43.959904,2.9,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:07:53.974105,0.5,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:08:03.988287,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:08:14.002367,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:08:24.016616,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:08:34.030672,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:08:44.044811,0.0,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:08:54.058846,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:09:04.072885,0.0,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:09:14.087027,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:09:24.101110,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:09:34.113850,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:09:44.127877,-0.0,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:09:54.141904,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:10:04.156111,0.0,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:10:14.170146,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:10:24.184334,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:10:34.198373,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:10:44.212400,0.0,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:10:54.226530,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:11:04.240594,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:11:14.254741,0.0,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:11:24.268724,-0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:11:34.282449,-0.0,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:11:44.296161,0.0,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:11:54.310157,0.1,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:12:04.323998,3.0,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:12:14.338056,2.5,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:12:24.351527,2.5,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:12:34.365145,2.6,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:12:44.379002,2.4,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:12:54.392224,2.5,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:13:04.405670,2.7,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:13:14.419721,1.9,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:13:24.433970,0.2,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:13:34.447834,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:13:44.461572,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:13:54.475629,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:14:04.489514,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:14:14.503297,0.0,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:14:24.517287,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:14:34.531040,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:14:44.544901,0.0,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:14:54.558797,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:15:04.572613,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:15:14.586512,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:15:24.600433,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:15:34.614374,0.0,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:15:44.628397,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:15:54.642492,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:16:04.656560,0.0,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:16:14.670591,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:16:24.684698,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:16:34.698719,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:16:44.712694,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:16:54.726746,0.0,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:17:04.740707,0.3,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:17:14.754944,0.0,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:17:24.769006,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:17:34.783039,-0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:17:44.797056,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:17:54.811050,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:18:04.825215,0.0,{'cpu_thermal': [shwtemp(label='', current=50.634, high=None, critical=None)]}
2020-08-02 21:18:14.839110,0.0,{'cpu_thermal': [shwtemp(label='', current=50.147, high=None, critical=None)]}
2020-08-02 21:18:24.853107,0.0,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:18:34.867186,1.9,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:18:44.879024,1.9,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:18:54.893231,2.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:19:04.907264,2.8,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:19:14.921427,3.4,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:19:24.935526,2.3,{'cpu_thermal': [shwtemp(label='', current=51.121, high=None, critical=None)]}
2020-08-02 21:19:34.949677,0.9,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:19:44.963633,0.2,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:30:39.922339,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:30:49.942494,0.6,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:31:05.228367,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:31:15.241709,0.0,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:31:25.256929,2.9,{'cpu_thermal': [shwtemp(label='', current=51.608, high=None, critical=None)]}
2020-08-02 21:31:35.272368,2.8,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:31:45.286736,2.6,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:31:55.302268,2.6,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:32:05.316865,3.0,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:32:15.331290,3.6,{'cpu_thermal': [shwtemp(label='', current=52.095, high=None, critical=None)]}
2020-08-02 21:32:25.341847,8.2,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:32:35.357334,5.0,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:32:45.371729,13.0,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:32:55.384200,9.4,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:33:05.398853,4.1,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:33:15.414419,3.5,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:33:25.429861,3.2,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:33:35.442256,0.0,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:33:45.457561,0.3,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:33:55.473248,4.8,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:34:05.488546,13.0,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:34:15.501066,6.0,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:34:25.515885,5.3,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:34:35.531400,3.4,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:34:45.546745,2.4,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:34:55.560043,0.7,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:35:05.575389,1.1,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:35:15.590772,0.7,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:35:25.606179,0.8,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:35:35.621415,0.7,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:35:45.636769,0.8,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:35:55.652311,0.7,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:36:05.667594,1.0,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:36:15.683032,0.7,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:36:25.699534,0.6,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:36:35.715022,0.7,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:36:45.730301,0.7,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:36:55.745729,0.7,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:37:05.760994,0.8,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:37:15.776434,0.8,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:37:25.791809,0.7,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:37:35.807192,0.7,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:37:45.822546,0.8,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:37:55.837794,0.7,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:38:05.853072,4.5,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:38:15.867438,3.6,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:38:25.883360,3.3,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:38:35.893750,3.5,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:38:45.908269,3.8,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:38:55.923723,3.5,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:39:05.938932,4.2,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:39:15.954342,3.6,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:39:25.969720,3.7,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:39:35.985106,4.3,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:39:45.999456,3.9,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:39:56.014020,3.6,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:40:06.028469,3.5,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:40:16.044031,5.3,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:40:26.058483,6.0,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:40:36.070783,7.2,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:40:46.083181,6.8,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:40:56.098928,8.1,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:41:06.107233,7.2,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:41:16.123107,7.1,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:41:26.138487,7.9,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:41:36.151695,7.0,{'cpu_thermal': [shwtemp(label='', current=55.991, high=None, critical=None)]}
2020-08-02 21:41:46.164091,4.6,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:41:56.179356,3.8,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:42:06.191784,3.4,{'cpu_thermal': [shwtemp(label='', current=55.504, high=None, critical=None)]}
2020-08-02 21:42:16.206079,4.5,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:42:26.221612,2.4,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:42:36.237029,4.4,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:42:46.252050,6.1,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:42:56.266505,4.2,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:43:06.271785,4.9,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:43:16.287511,5.5,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:43:26.302279,5.9,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:43:36.318272,3.5,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:43:46.332905,3.0,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:43:56.348419,3.1,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:44:06.363109,2.8,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:44:16.378855,2.8,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:44:26.393494,2.8,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:44:36.408190,2.6,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:44:46.423763,2.6,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:44:56.439055,3.0,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:45:06.454433,2.7,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:45:16.469172,2.6,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:45:26.484477,3.2,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:45:36.500219,2.9,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:45:46.515618,2.9,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:45:56.531207,2.9,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:46:06.546530,3.0,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:46:16.562380,3.0,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:46:26.577732,3.1,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:46:36.593334,2.6,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:46:46.608636,3.0,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:46:56.624816,2.5,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:47:06.640124,2.1,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:47:16.654669,3.2,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:47:26.669970,2.3,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:47:36.685455,0.1,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:47:46.700727,0.2,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:47:56.716155,0.1,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:48:06.731524,0.2,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:48:16.746910,0.1,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:48:26.762330,0.1,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:48:36.777749,0.1,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:48:46.793227,2.9,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:48:56.808704,2.0,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:49:06.824155,0.2,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:49:16.839553,0.2,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:49:26.855050,0.4,{'cpu_thermal': [shwtemp(label='', current=52.582, high=None, critical=None)]}
2020-08-02 21:49:36.870472,2.5,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:49:46.884927,4.7,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:49:56.900545,5.9,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:50:06.916557,3.5,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:50:16.921746,3.1,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:50:26.936293,2.3,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:50:36.952541,0.1,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:50:46.967943,0.2,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:50:56.983368,0.1,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
