Time, CPU Usage, CPU Temp, 
2020-08-02 21:51:06.998627,0.1,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:51:17.014036,0.1,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:51:27.029397,0.1,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:51:37.044794,0.1,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:51:47.060156,0.2,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:51:57.075688,0.1,{'cpu_thermal': [shwtemp(label='', current=53.069, high=None, critical=None)]}
2020-08-02 21:52:07.091095,3.4,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:52:17.107491,8.3,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:52:27.122747,8.2,{'cpu_thermal': [shwtemp(label='', current=55.504, high=None, critical=None)]}
2020-08-02 21:52:37.133002,3.8,{'cpu_thermal': [shwtemp(label='', current=55.504, high=None, critical=None)]}
2020-08-02 21:52:47.147283,4.5,{'cpu_thermal': [shwtemp(label='', current=55.991, high=None, critical=None)]}
2020-08-02 21:52:57.159646,0.0,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:53:07.175099,0.2,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:53:17.190485,0.1,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:53:27.205998,0.1,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:53:37.221413,0.1,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:53:47.236880,0.2,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:53:57.252349,0.1,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:54:07.267728,0.2,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:54:17.283225,0.1,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:54:27.298624,0.0,{'cpu_thermal': [shwtemp(label='', current=54.043, high=None, critical=None)]}
2020-08-02 21:54:37.314004,0.1,{'cpu_thermal': [shwtemp(label='', current=53.556, high=None, critical=None)]}
2020-08-02 21:54:47.329288,6.0,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:54:57.343813,7.9,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:55:07.358525,8.7,{'cpu_thermal': [shwtemp(label='', current=55.017, high=None, critical=None)]}
2020-08-02 21:55:17.371779,8.6,{'cpu_thermal': [shwtemp(label='', current=54.53, high=None, critical=None)]}
2020-08-02 21:55:27.386434,8.6,{'cpu_thermal': [shwtemp(label='', current=55.504, high=None, critical=None)]}
2020-08-02 21:55:37.400909,9.3,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 21:55:47.416713,8.0,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 21:55:57.430069,9.3,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 21:56:07.446674,9.6,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 21:56:17.461405,8.7,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 21:56:27.471736,8.7,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 21:56:37.486667,5.4,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 21:56:47.502093,3.0,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 21:56:57.517527,0.1,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 21:57:07.532953,1.9,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 21:57:17.545520,5.4,{'cpu_thermal': [shwtemp(label='', current=55.991, high=None, critical=None)]}
2020-08-02 21:57:27.560317,8.4,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 21:57:37.571754,8.8,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 21:57:47.586562,7.8,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 21:57:57.600977,9.4,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 21:58:07.615729,9.9,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 21:58:17.630586,8.5,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 21:58:27.641750,8.2,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 21:58:37.648956,8.6,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 21:58:47.655974,7.8,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 21:58:57.663234,8.4,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 21:59:07.678929,8.4,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 21:59:17.685700,7.2,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 21:59:27.700084,8.3,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 21:59:37.715226,7.7,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 21:59:47.730062,7.4,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 21:59:57.744750,9.8,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-02 22:00:07.759058,8.8,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 22:00:17.773848,7.2,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:00:27.788245,7.6,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:00:37.803585,8.5,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:00:47.811718,7.3,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-02 22:00:57.821731,8.7,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:01:07.831729,9.4,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-02 22:01:17.846418,8.9,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:01:27.851771,8.7,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:01:37.867197,7.9,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:01:47.881861,4.9,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:01:57.898979,0.3,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 22:02:07.914666,7.0,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:02:17.925369,10.0,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:02:27.931739,11.2,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-02 22:02:37.940639,8.9,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:02:47.955272,6.4,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:02:57.961745,7.1,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:03:07.976691,8.3,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:03:17.992275,9.2,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:03:28.007256,8.0,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 22:03:38.021995,9.0,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:03:48.031844,8.2,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:03:58.046866,7.8,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:04:08.061569,7.5,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:04:18.068823,7.1,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:04:28.083559,7.8,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:04:38.098837,9.3,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:04:48.113637,8.2,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:04:58.129958,9.3,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:05:08.144449,8.2,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:05:18.159679,7.8,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:05:28.174189,7.8,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:05:38.189434,5.9,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:05:48.204833,0.5,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:05:58.220117,0.1,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:06:08.235503,0.2,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:06:18.250786,0.1,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-02 22:06:28.266174,0.1,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:06:38.281473,0.5,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:06:48.297396,0.2,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 22:06:58.312795,0.6,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:07:08.328138,0.4,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 22:07:18.343564,0.1,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 22:07:28.358895,0.1,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 22:07:38.374308,0.1,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 22:07:48.389542,0.2,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 22:07:58.404893,0.1,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 22:08:08.420223,0.2,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 22:08:18.435625,0.2,{'cpu_thermal': [shwtemp(label='', current=55.504, high=None, critical=None)]}
2020-08-02 22:08:28.450927,0.0,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 22:08:38.466313,0.1,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 22:08:48.481638,0.1,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 22:08:58.496992,0.1,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 22:09:08.512418,0.1,{'cpu_thermal': [shwtemp(label='', current=55.991, high=None, critical=None)]}
2020-08-02 22:09:18.527726,0.1,{'cpu_thermal': [shwtemp(label='', current=55.991, high=None, critical=None)]}
2020-08-02 22:09:28.543126,0.1,{'cpu_thermal': [shwtemp(label='', current=55.991, high=None, critical=None)]}
2020-08-02 22:09:38.558463,2.3,{'cpu_thermal': [shwtemp(label='', current=56.965, high=None, critical=None)]}
2020-08-02 22:09:48.573912,0.3,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 22:09:58.589206,0.2,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 22:10:08.604948,0.5,{'cpu_thermal': [shwtemp(label='', current=55.504, high=None, critical=None)]}
2020-08-02 22:10:18.620973,2.8,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 22:10:28.637105,2.2,{'cpu_thermal': [shwtemp(label='', current=55.504, high=None, critical=None)]}
2020-08-02 22:10:38.650769,0.2,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 22:10:48.666591,0.2,{'cpu_thermal': [shwtemp(label='', current=55.991, high=None, critical=None)]}
2020-08-02 22:10:58.682379,3.3,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 22:11:08.698056,0.2,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 22:11:18.713807,0.3,{'cpu_thermal': [shwtemp(label='', current=55.991, high=None, critical=None)]}
2020-08-02 22:11:28.729467,0.2,{'cpu_thermal': [shwtemp(label='', current=56.478, high=None, critical=None)]}
2020-08-02 22:11:38.745250,2.8,{'cpu_thermal': [shwtemp(label='', current=55.504, high=None, critical=None)]}
2020-08-02 22:11:48.760833,6.6,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 22:11:58.776384,8.5,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
2020-08-02 22:12:08.791026,9.5,{'cpu_thermal': [shwtemp(label='', current=57.452, high=None, critical=None)]}
2020-08-02 22:12:18.801730,8.2,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:12:28.811723,8.5,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-02 22:12:38.826779,8.8,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-02 22:12:48.841383,8.7,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:12:58.851752,9.7,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:13:08.866516,8.8,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-02 22:13:18.881110,9.7,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:13:28.896532,9.5,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:13:38.911287,8.4,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:13:48.926994,8.3,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:13:58.941823,9.1,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:14:08.957188,8.3,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:14:18.972440,9.3,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:14:28.987613,9.1,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:14:39.003768,9.3,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:14:49.019035,8.4,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:14:59.033674,8.6,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:15:09.052230,9.0,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:15:19.067003,8.8,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:15:29.081682,8.5,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:15:39.096438,8.9,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:15:49.111167,7.6,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:15:59.125800,9.6,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:16:09.135472,9.4,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:16:19.150093,9.1,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:16:29.164948,8.2,{'cpu_thermal': [shwtemp(label='', current=62.322, high=None, critical=None)]}
2020-08-02 22:16:39.171799,9.1,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:16:49.178791,7.3,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:16:59.193873,8.1,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:17:09.208948,9.7,{'cpu_thermal': [shwtemp(label='', current=62.322, high=None, critical=None)]}
2020-08-02 22:17:19.223880,8.1,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:17:29.238639,8.9,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:17:39.253505,7.9,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:17:49.261752,8.1,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:17:59.277034,9.3,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:18:09.292020,8.8,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:18:19.306777,9.1,{'cpu_thermal': [shwtemp(label='', current=62.322, high=None, critical=None)]}
2020-08-02 22:18:29.321418,9.1,{'cpu_thermal': [shwtemp(label='', current=62.809, high=None, critical=None)]}
2020-08-02 22:18:39.331739,8.9,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:18:49.346592,8.2,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:18:59.361331,8.3,{'cpu_thermal': [shwtemp(label='', current=62.809, high=None, critical=None)]}
2020-08-02 22:19:09.375942,9.6,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:19:19.390729,8.9,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:19:29.405285,8.4,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:19:39.420159,8.1,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:19:49.435158,7.1,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:19:59.450066,7.9,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:20:09.465004,8.2,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:20:19.479571,7.9,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:20:29.494224,8.3,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:20:39.501408,8.8,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:20:49.516113,8.0,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:20:59.530649,8.4,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:21:09.545403,8.7,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:21:19.559867,8.5,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:21:29.574674,9.1,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:21:39.589081,8.8,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:21:49.601730,8.3,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:21:59.616390,9.2,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:22:09.630830,9.2,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:22:19.637151,8.7,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:22:29.651615,8.4,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:22:39.666324,7.9,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:22:49.680737,7.3,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:22:59.691740,8.6,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:23:09.706300,8.8,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:23:19.720742,9.1,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:23:29.735283,7.9,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:23:39.750183,8.8,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:23:49.765345,7.7,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:23:59.780164,9.2,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:24:09.795783,9.2,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:24:19.810615,9.1,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:24:29.825629,9.2,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:24:39.840438,8.6,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:24:49.855433,7.5,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:24:59.869631,8.9,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:25:09.884255,8.0,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:25:19.898394,7.7,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:25:29.912163,8.9,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:25:39.926477,8.5,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:25:49.940817,6.8,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:25:59.955312,9.1,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:26:09.961729,8.1,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:26:19.976324,7.9,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:26:29.990919,9.1,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:26:40.005843,8.8,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:26:50.020397,7.4,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:27:00.035386,8.2,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:27:10.050292,9.8,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:27:20.065258,8.7,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:27:30.071845,9.4,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:27:40.086259,7.4,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:27:50.092700,8.0,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-02 22:28:00.107272,7.5,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:28:10.122623,9.0,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:28:20.133678,8.7,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:28:30.147920,7.0,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:28:40.161721,9.2,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:28:50.169464,8.1,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:29:00.184309,7.7,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:29:10.191802,8.3,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-02 22:29:20.206368,9.2,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-02 22:29:30.221259,7.7,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:29:40.235776,9.4,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:29:50.244905,7.7,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:30:00.251741,8.3,{'cpu_thermal': [shwtemp(label='', current=62.809, high=None, critical=None)]}
2020-08-02 22:30:10.266433,8.7,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:30:20.280191,9.5,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:30:30.294685,9.9,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:30:40.309556,9.2,{'cpu_thermal': [shwtemp(label='', current=61.835, high=None, critical=None)]}
2020-08-02 22:30:50.324133,8.0,{'cpu_thermal': [shwtemp(label='', current=61.348, high=None, critical=None)]}
2020-08-02 22:31:00.333257,9.3,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-02 22:31:10.346680,8.4,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
