Time, CPU Usage, CPU Temp, 
2020-07-17 22:40:24.549168,0.0,None
2020-07-17 22:40:34.554471,3.3,None
2020-07-17 22:40:44.557328,3.8,None
2020-07-17 22:40:54.562328,3.9,None
2020-07-17 22:41:04.567776,1.4,None
2020-07-17 22:41:14.572351,1.5,None
2020-07-17 22:41:24.577425,2.3,None
2020-07-17 22:41:34.582852,1.3,None
2020-07-17 22:41:44.584705,1.8,None
2020-07-17 22:41:54.585084,3.2,None
2020-07-17 22:42:04.590421,3.0,None
2020-07-17 22:42:14.592655,3.3,None
2020-07-17 22:42:24.597898,3.5,None
2020-07-17 22:42:34.602762,3.6,None
2020-07-17 22:42:44.603560,3.2,None
2020-07-17 22:42:54.605071,4.1,None
2020-07-17 22:43:04.610390,4.0,None
2020-07-17 22:43:14.614410,1.6,None
2020-07-17 22:43:24.614886,2.1,None
2020-07-17 22:43:34.615365,1.5,None
2020-07-17 22:43:44.617720,2.0,None
2020-07-17 22:43:54.620696,2.0,None
2020-07-17 22:44:04.621898,2.6,None
2020-07-17 22:44:14.627346,1.7,None
2020-07-17 22:44:24.631916,2.0,None
2020-07-17 22:44:34.637172,1.6,None
2020-07-17 22:44:44.640818,1.7,None
2020-07-17 22:44:54.644240,1.5,None
2020-07-17 22:45:04.644863,1.3,None
2020-07-17 22:45:14.649059,1.2,None
2020-07-17 22:45:24.654525,2.5,None
2020-07-17 22:45:34.655152,1.3,None
2020-07-17 22:45:44.660594,1.6,None
2020-07-17 22:45:54.666032,1.6,None
2020-07-17 22:46:04.671500,1.2,None
2020-07-17 22:46:14.673728,1.2,None
2020-07-17 22:46:24.679138,2.1,None
2020-07-17 22:46:34.684573,1.7,None
2020-07-17 22:46:44.688220,1.8,None
2020-07-17 22:46:54.690989,2.3,None
2020-07-17 22:47:04.694417,2.1,None
2020-07-17 22:47:14.696318,2.8,None
2020-07-17 22:47:24.696995,2.0,None
2020-07-17 22:47:34.702322,1.3,None
2020-07-17 22:47:44.707750,2.2,None
2020-07-17 22:47:54.708284,7.6,None
2020-07-17 22:48:04.708950,1.6,None
2020-07-17 22:48:14.714378,0.7,None
2020-07-17 22:48:24.719816,2.3,None
2020-07-17 22:48:34.725258,1.1,None
2020-07-17 22:48:44.730710,0.4,None
2020-07-17 22:48:54.736139,0.5,None
2020-07-17 22:49:04.741570,0.4,None
2020-07-17 22:49:14.746994,0.4,None
2020-07-17 22:49:24.752436,0.8,None
2020-07-17 22:49:34.757866,0.3,None
2020-07-17 22:49:44.759981,0.6,None
2020-07-17 22:49:54.765305,0.8,None
2020-07-17 22:50:04.768252,1.3,None
2020-07-17 22:50:14.773685,0.4,None
2020-07-17 22:50:24.779116,0.8,None
2020-07-17 22:50:34.784551,0.4,None
2020-07-17 22:50:44.789985,0.5,None
2020-07-17 22:50:54.795410,0.6,None
2020-07-17 22:51:04.800842,0.5,None
2020-07-17 22:51:14.806268,0.4,None
2020-07-17 22:51:24.804315,1.7,None
2020-07-17 22:51:34.801102,0.5,None
2020-07-17 22:51:44.801860,0.4,None
2020-07-17 22:51:54.804770,0.7,None
2020-07-17 22:52:04.808753,0.5,None
2020-07-17 22:52:14.813293,0.9,None
2020-07-17 22:52:24.818126,0.7,None
2020-07-17 22:52:34.823141,0.5,None
2020-07-17 22:52:44.826579,0.9,None
2020-07-17 22:52:54.828246,5.9,None
2020-07-17 22:53:04.829922,4.3,None
2020-07-17 22:53:14.830617,3.0,None
2020-07-17 22:53:24.835781,2.5,None
2020-07-17 22:53:34.840956,2.1,None
2020-07-17 22:53:44.846117,0.5,None
2020-07-17 22:53:54.851321,0.8,None
2020-07-17 22:54:04.856539,0.7,None
2020-07-17 22:54:14.861712,0.4,None
2020-07-17 22:54:24.866870,1.1,None
2020-07-17 22:54:34.869108,1.9,None
2020-07-17 22:54:44.874265,1.1,None
2020-07-17 22:54:54.874961,1.6,None
2020-07-17 22:55:04.875297,1.2,None
2020-07-17 22:55:14.880416,1.0,None
2020-07-17 22:55:24.885567,0.9,None
2020-07-17 22:55:34.890761,0.8,None
2020-07-17 22:55:44.894103,0.7,None
2020-07-17 22:55:54.899264,1.0,None
2020-07-17 22:56:04.902723,2.2,None
2020-07-17 22:56:14.907884,1.7,None
2020-07-17 22:56:24.913044,0.9,None
2020-07-17 22:56:34.913411,1.0,None
2020-07-17 22:56:44.914872,2.2,None
2020-07-17 22:56:54.916831,5.8,None
2020-07-17 22:57:04.922035,2.2,None
2020-07-17 22:57:14.927259,5.3,None
2020-07-17 22:57:24.932433,3.4,None
2020-07-17 22:57:34.935057,3.1,None
2020-07-17 22:57:44.937267,0.7,None
2020-07-17 22:57:54.939698,2.4,None
2020-07-17 22:58:04.944710,4.1,None
