2020-07-20 02:23:04.267044 14.19941348973607 50.15974481593781 50.00999900019995 99.98499887483122 

2020-07-20 02:23:04.317680 14.20234604105572 50.15974481593781 50.21951811795888 100.12991560967181 

2020-07-20 02:23:04.368915 14.205278592375366 50.15974481593781 50.21951811795888 100.12991560967181 

2020-07-20 02:23:04.422837 14.208211143695015 51.15662224971465 51.19570294468082 102.1077861869505 

2020-07-20 02:23:04.475100 14.211143695014663 50.15974481593781 49.47726750741192 99.29753269845128 

2020-07-20 02:23:04.524457 14.214076246334312 50.15974481593781 48.27007354458868 98.15294188153507 

2020-07-20 02:23:04.576323 14.217008797653959 50.08991914547278 50.00999900019995 99.84988733093293 

2020-07-20 02:23:04.627414 14.219941348973608 50.15974481593781 50.21951811795888 100.12991560967181 

2020-07-20 02:23:04.679438 14.222873900293255 50.039984012787215 50.21951811795888 99.84988733093293 

2020-07-20 02:23:04.731896 14.225806451612904 50.15974481593781 48.507731342539614 98.3107318658548 

2020-07-20 02:23:04.782584 14.228739002932551 51.24451190127583 49.24428900898052 100.2845950283492 

2020-07-20 02:23:04.841585 14.2316715542522 49.36598018878993 49.47726750741192 98.65596788841515 

2020-07-20 02:23:04.892162 14.192982456140351 49.16299421312742 50.21951811795888 99.14131328563285 

2020-07-20 02:23:04.941863 14.195906432748538 49.01020301937138 49.47726750741192 97.86725703727473 

2020-07-20 02:23:04.992589 14.198830409356725 49.01020301937138 48.507731342539614 96.87620966986684 

2020-07-20 02:23:05.054478 14.201754385964913 49.01020301937138 49.03060268852505 97.62171889492625 

2020-07-20 02:23:05.116612 14.2046783625731 50.039984012787215 48.05205510693585 97.73944955850733 

2020-07-20 02:23:05.169485 14.207602339181287 50.00999900019995 47.853944456021594 97.51410154434076 

2020-07-20 02:23:05.222563 14.210526315789474 50.039984012787215 48.83646178829912 98.6154146165801 

2020-07-20 02:23:05.272822 14.213450292397662 50.039984012787215 45.89117562233506 95.63472172804185 

2020-07-20 02:23:05.327333 14.216374269005849 50.039984012787215 45.89117562233506 95.63472172804185 

2020-07-20 02:23:56.076276 14.603053435114504 58.240879114244144 56.92099788303083 110.01818031580054 

2020-07-20 02:23:56.152116 14.60559796437659 57.97413216254298 56.92099788303083 110.04090148667449 

2020-07-20 02:23:56.287283 14.608142493638677 57.0087712549569 56.92099788303083 109.04127658827184 

2020-07-20 02:23:56.373117 14.610687022900763 56.515484603779164 56.92099788303083 109.1146186356347 

2020-07-20 02:23:56.480003 14.61323155216285 55.54277630799526 57.87054518492115 109.1146186356347 

2020-07-20 02:23:56.580819 14.615776081424936 55.31726674375732 56.92099788303083 108.16653826391968 

2020-07-20 02:23:56.685367 14.618320610687023 55.31726674375732 56.92099788303083 108.16653826391968 

2020-07-20 02:23:56.779419 14.62086513994911 54.3415126767741 56.92099788303083 107.16809226630845 

2020-07-20 02:23:56.849925 14.623409669211195 53.36665625650534 56.92099788303083 106.16967551989597 

2020-07-20 02:23:56.902592 14.588832487309645 52.392747589718944 56.92099788303083 105.17128885774862 

2020-07-20 02:23:56.957558 14.591370558375635 53.36665625650534 56.92099788303083 106.16967551989597 

2020-07-20 02:23:57.043067 14.593908629441625 52.392747589718944 56.92099788303083 105.17128885774862 

2020-07-20 02:23:57.136645 14.596446700507615 52.392747589718944 56.61271941887264 105.11898020814318 

