Date,Time,CPU Core 1 (C),CPU Core 2 (C),CPU Core 3 (C),CPU Core 4 (C),CPU PECI (C),CPU Proximity (C),CPU System Agent Core (C),Intel Iris Pro GPU (C),Battery (C),Battery Management Unit (C),Battery Proximity (C),Air Flow Proximity (C),AirPort Proximity (C),Left Heatsink Proximity (C),Platform Controller Hub Die (C),Right Heatsink Proximity (C),Memory Module Proximity (C),Memory Slot (C),Palmrest Proximity (C),Palmrest Proximity (C),SSD A (C),SSD B (C),CPU Average (C),Computer Average (C)
2020-08-02,22:31:35,92,94,90,88,90,61,70,71,33,33,31,39,46,47,53,49,51,51,31,30,37,37,84,56
2020-08-02,22:31:37,91,94,92,88,91,61,71,73,33,33,31,39,46,47,53,49,51,51,31,30,37,37,84,56
2020-08-02,22:31:39,87,94,89,86,88,61,71,72,33,33,31,39,46,47,53,49,51,51,31,30,37,37,82,55
2020-08-02,22:31:41,86,90,89,85,87,62,70,72,33,33,31,39,46,47,53,49,50,51,31,30,37,37,81,55
2020-08-02,22:31:43,79,83,75,78,84,62,68,69,33,33,31,39,46,47,53,49,51,51,31,30,37,37,76,53
2020-08-02,22:31:45,69,70,69,69,76,62,66,70,33,33,31,39,46,47,52,49,51,51,31,30,37,37,69,51
2020-08-02,22:31:47,74,75,70,72,73,60,65,66,33,33,31,39,46,47,52,49,51,51,31,30,37,37,70,51
2020-08-02,22:31:49,87,91,88,86,84,61,69,69,33,33,31,39,46,47,53,48,51,51,31,30,37,37,81,55
2020-08-02,22:31:51,88,90,86,85,85,60,69,69,33,33,31,39,46,47,53,49,51,51,31,30,37,37,80,55
2020-08-02,22:31:53,76,76,71,73,80,60,66,67,33,33,31,39,46,47,53,49,50,51,31,30,37,37,72,52
2020-08-02,22:31:55,82,85,81,78,88,60,68,69,33,33,31,39,46,47,53,49,51,51,31,30,37,37,77,54
2020-08-02,22:31:57,85,89,83,83,85,61,69,70,33,33,31,39,46,47,53,49,51,51,31,30,37,37,79,54
2020-08-02,22:31:59,75,78,74,80,80,61,67,69,33,33,31,39,46,47,52,49,51,50,31,30,37,37,74,52
2020-08-02,22:32:01,79,77,72,74,77,60,68,70,33,33,31,39,46,46,52,48,51,50,31,30,37,37,72,52
2020-08-02,22:32:03,82,85,80,76,78,60,67,67,33,33,31,39,45,47,52,48,51,50,31,30,37,37,75,53
2020-08-02,22:32:05,83,86,82,81,78,60,67,69,33,33,31,39,45,46,52,49,51,50,31,30,37,37,77,53
2020-08-02,22:32:07,81,80,80,79,79,60,67,67,33,33,31,39,45,46,52,48,51,50,31,30,37,37,75,53
2020-08-02,22:32:09,82,80,77,77,78,60,67,68,33,33,31,39,45,46,52,48,51,50,31,30,37,37,74,52
2020-08-02,22:32:11,77,77,76,75,77,60,66,67,33,33,31,39,45,46,52,48,51,50,31,30,37,37,73,52
2020-08-02,22:32:13,73,74,70,73,75,59,65,64,33,33,31,39,45,47,52,48,51,50,31,30,37,37,70,51
2020-08-02,22:32:15,79,85,79,78,86,59,68,68,33,33,31,39,45,47,52,48,51,50,31,30,37,37,76,53
2020-08-02,22:32:17,88,92,89,89,89,59,69,70,33,33,31,39,45,46,52,48,51,50,31,30,37,37,82,55
2020-08-02,22:32:19,88,92,93,88,91,59,69,70,33,33,31,39,45,47,52,48,51,50,31,30,37,37,83,55
2020-08-02,22:32:21,78,80,78,77,84,60,68,70,33,33,31,39,45,47,52,48,51,50,31,30,37,37,75,53
2020-08-02,22:32:23,75,76,71,76,79,60,67,67,33,33,31,39,45,47,52,48,51,50,31,30,37,37,72,52
2020-08-02,22:32:25,77,76,73,77,81,60,67,68,33,33,31,39,45,47,52,48,51,50,31,30,37,37,73,52
2020-08-02,22:32:27,82,85,84,83,88,60,69,70,33,33,31,39,45,47,52,48,50,50,31,30,37,37,79,54
2020-08-02,22:32:29,80,81,78,85,86,60,69,74,33,33,31,39,45,46,52,48,51,50,31,30,37,37,77,53
2020-08-02,22:32:31,87,85,81,82,87,61,69,71,33,33,31,39,45,47,52,48,51,50,31,30,37,37,79,54
2020-08-02,22:32:33,90,94,91,90,92,61,70,73,33,33,31,39,45,47,52,49,51,50,31,30,37,37,84,56
2020-08-02,22:32:35,80,80,77,79,85,61,69,72,33,33,31,39,45,46,52,49,51,50,31,30,37,37,76,53
2020-08-02,22:32:37,93,94,90,87,92,61,72,74,33,33,31,39,45,46,52,49,51,50,31,30,37,37,84,56
2020-08-02,22:32:39,93,94,91,89,93,62,72,74,33,33,31,38,45,46,52,49,50,50,31,30,37,37,85,56
2020-08-02,22:32:41,77,78,73,75,82,62,69,71,33,33,31,39,45,47,52,49,51,50,31,30,37,37,74,52
2020-08-02,22:32:43,75,74,69,75,79,62,66,68,33,33,31,39,45,47,52,49,51,50,31,30,37,37,71,51
2020-08-02,22:32:45,73,71,69,68,77,61,65,70,33,33,31,39,45,47,52,49,51,50,31,30,37,37,69,51
2020-08-02,22:32:47,80,83,80,80,88,61,70,70,33,33,31,39,45,46,52,49,51,50,31,30,37,37,78,54
2020-08-02,22:32:49,88,90,85,87,88,61,70,71,33,33,31,39,45,46,52,49,51,50,31,30,37,37,81,55
2020-08-02,22:32:51,89,93,91,87,91,60,71,71,33,33,31,39,45,47,52,49,51,50,31,30,37,37,83,55
2020-08-02,22:32:53,89,90,89,85,90,61,71,73,33,33,31,39,45,46,52,49,51,50,31,30,37,37,82,55
2020-08-02,22:32:55,94,97,93,91,92,61,71,74,33,33,31,39,45,46,52,49,51,50,31,30,37,37,85,56
2020-08-02,22:32:57,91,93,90,90,92,62,71,74,33,33,31,38,45,47,52,49,51,50,31,30,37,37,84,56
2020-08-02,22:32:59,92,91,83,83,93,62,73,73,33,33,31,39,45,47,52,49,51,50,31,30,37,37,82,55
2020-08-02,22:33:01,86,87,81,84,84,62,70,72,33,33,31,39,45,47,52,49,51,50,31,30,37,37,79,54
2020-08-02,22:33:03,82,86,81,81,81,62,69,71,33,33,31,39,45,47,52,49,51,50,31,30,37,37,77,53
2020-08-02,22:33:05,85,88,83,83,81,62,68,71,33,33,31,39,45,47,52,49,51,50,31,30,37,37,79,54
2020-08-02,22:33:07,82,80,76,81,80,62,69,72,33,33,31,39,45,47,52,49,51,50,31,30,37,37,76,53
2020-08-02,22:33:09,83,85,81,86,89,61,71,72,33,33,31,39,45,47,52,49,51,50,31,30,38,37,79,54
2020-08-02,22:33:11,82,82,77,78,81,61,68,70,33,33,31,39,45,47,52,49,51,50,31,30,38,37,75,53
2020-08-02,22:33:13,76,79,74,75,81,61,69,70,33,33,31,39,45,47,52,49,51,50,31,30,38,37,74,52
2020-08-02,22:33:15,77,77,75,75,81,61,67,70,33,33,31,39,45,47,52,49,51,50,31,30,38,37,73,52
2020-08-02,22:33:17,80,81,78,78,80,61,67,69,33,33,31,39,45,47,52,49,51,50,31,30,38,37,75,53
2020-08-02,22:33:19,80,81,76,78,85,60,68,69,33,33,31,39,45,47,52,49,51,50,31,30,38,37,76,53
2020-08-02,22:33:21,86,94,84,85,91,61,71,71,33,33,31,39,45,47,52,49,51,50,31,30,38,37,82,55
2020-08-02,22:33:23,84,87,90,84,92,61,71,71,33,33,31,39,45,47,52,49,51,50,31,30,38,37,81,55
2020-08-02,22:33:25,90,93,90,88,94,61,71,74,33,33,31,39,45,47,52,49,51,50,31,30,38,37,84,56
2020-08-02,22:33:27,91,92,90,88,92,62,72,73,33,33,31,39,45,47,52,49,51,50,31,30,38,37,84,56
2020-08-02,22:33:29,86,93,87,85,92,62,72,73,33,33,31,39,45,47,52,49,51,50,31,30,38,37,82,55
2020-08-02,22:33:31,94,96,92,96,94,62,73,75,33,33,31,39,45,47,52,49,51,50,31,30,38,37,87,57
2020-08-02,22:33:33,88,83,81,81,86,63,71,72,33,33,31,39,45,47,52,49,51,50,31,30,38,37,79,54
2020-08-02,22:33:35,78,79,75,79,83,63,70,73,33,33,31,38,45,47,52,49,51,50,31,30,38,37,75,53
2020-08-02,22:33:37,88,92,87,84,83,62,71,72,33,33,31,39,45,47,52,49,51,50,31,30,38,37,81,55
2020-08-02,22:33:39,93,96,90,91,91,62,71,73,33,33,31,39,45,47,52,49,51,50,31,30,38,37,85,56
2020-08-02,22:33:41,94,96,92,93,94,62,72,73,33,33,31,39,45,47,52,49,51,50,31,30,38,37,86,56
2020-08-02,22:33:43,79,87,75,78,82,62,70,70,33,33,31,39,45,47,52,49,51,50,31,30,38,37,76,53
2020-08-02,22:33:45,73,71,70,73,78,62,67,70,33,33,31,39,45,47,52,49,51,50,31,30,38,37,71,51
2020-08-02,22:33:47,81,82,79,78,87,62,69,70,33,33,31,39,45,47,52,49,51,50,31,30,37,37,77,53
2020-08-02,22:33:49,91,96,91,92,90,62,70,73,33,33,31,39,45,47,52,49,51,50,31,30,37,37,85,56
2020-08-02,22:33:51,76,78,74,77,84,62,69,70,33,33,31,39,45,47,52,49,51,50,31,30,37,37,74,52
2020-08-02,22:33:53,83,79,73,77,80,62,68,70,33,33,31,39,45,47,52,49,51,50,31,30,37,37,75,53
2020-08-02,22:33:55,84,87,82,83,81,61,68,70,33,33,31,39,45,47,52,49,51,50,31,30,37,37,78,54
2020-08-02,22:33:57,78,77,73,75,83,61,68,70,33,33,31,39,45,47,52,49,51,50,31,30,37,37,74,52
2020-08-02,22:33:59,89,94,91,89,92,61,70,73,33,33,31,39,45,47,52,49,51,50,31,30,37,37,84,56
2020-08-02,22:34:01,94,97,93,91,92,61,71,73,33,33,31,38,45,47,52,49,51,50,31,30,37,37,86,56
2020-08-02,22:34:03,80,82,77,79,87,62,70,71,33,33,31,39,45,47,52,49,51,50,31,30,37,37,77,53
2020-08-02,22:34:05,85,87,83,83,92,62,71,74,33,33,31,39,45,47,52,49,51,50,31,30,37,37,80,55
2020-08-02,22:34:07,92,96,91,90,94,62,74,74,33,33,31,39,45,47,52,49,51,50,31,30,37,37,86,56
2020-08-02,22:34:09,95,98,94,95,96,62,73,75,33,33,31,38,45,48,52,49,51,50,31,30,37,37,88,57
2020-08-02,22:34:11,81,80,78,78,87,63,70,72,33,33,31,38,45,48,52,48,51,50,31,30,37,37,77,53
2020-08-02,22:34:13,83,83,78,79,87,63,69,72,33,33,31,39,45,48,52,48,51,50,31,30,38,37,77,54
2020-08-02,22:34:15,80,82,81,84,85,63,71,73,33,33,31,39,45,48,52,49,51,50,31,30,38,37,78,54
2020-08-02,22:34:17,90,92,92,87,94,63,72,74,33,33,31,38,45,48,52,48,51,50,31,30,38,37,84,56
2020-08-02,22:34:19,79,82,77,80,87,63,70,71,33,33,31,38,45,48,52,49,51,50,31,30,38,37,77,53
2020-08-02,22:34:21,84,85,82,82,92,63,71,72,33,33,31,39,45,47,52,48,51,50,31,30,38,37,80,54
2020-08-02,22:34:23,95,98,94,91,95,63,72,74,33,33,31,38,45,48,52,48,51,50,31,30,38,37,87,57
2020-08-02,22:34:25,79,80,76,78,87,62,70,71,33,33,31,38,45,48,52,48,51,50,31,30,38,37,76,53
2020-08-02,22:34:27,77,79,73,78,80,63,69,72,33,33,31,39,45,48,52,48,51,50,31,30,38,37,74,53
2020-08-02,22:34:29,75,77,72,72,79,63,68,70,33,33,31,39,45,48,52,48,51,50,31,30,38,37,72,52
2020-08-02,22:34:31,78,80,82,78,79,62,68,71,33,33,31,39,45,47,52,49,51,50,31,30,38,37,75,53
2020-08-02,22:34:33,88,92,90,85,85,62,69,70,33,33,31,39,45,48,52,49,51,50,31,30,38,37,82,55
2020-08-02,22:34:35,82,84,81,82,90,61,68,72,33,33,31,39,45,47,52,49,51,50,31,30,38,37,78,54
2020-08-02,22:34:37,91,96,93,90,91,62,70,73,33,33,31,39,45,48,52,49,51,50,31,30,38,37,85,56
2020-08-02,22:34:39,93,97,94,92,91,62,71,73,33,33,31,38,45,48,53,49,51,50,31,30,38,37,86,56
2020-08-02,22:34:41,91,93,88,87,94,62,72,73,33,33,31,39,45,48,54,49,50,50,31,30,38,37,84,56
2020-08-02,22:34:43,70,74,69,73,80,62,65,69,33,33,31,39,45,47,53,49,51,50,31,30,38,37,70,51
2020-08-02,22:34:45,69,68,65,68,70,62,64,68,33,33,31,39,45,48,53,49,51,50,31,30,38,37,67,50
2020-08-02,22:34:47,67,65,69,65,68,61,62,66,33,33,31,39,45,48,53,49,51,50,31,30,38,37,65,50
2020-08-02,22:34:49,62,63,63,65,66,60,61,65,33,33,31,39,45,47,53,49,51,50,31,30,38,37,63,49
2020-08-02,22:35:26,58,56,53,56,57,52,52,56,33,33,31,40,45,46,54,47,49,50,31,30,39,38,55,46
2020-08-02,22:35:28,57,57,53,56,57,52,52,56,33,33,31,39,45,46,54,46,49,50,31,30,39,38,55,46
2020-08-02,22:35:30,57,57,53,55,57,52,52,56,33,33,31,39,44,46,54,46,49,50,31,30,39,38,55,46
2020-08-02,22:35:32,61,62,59,60,57,52,53,56,33,33,31,39,44,46,54,47,48,49,30,30,39,38,58,46
2020-08-02,22:35:34,57,55,53,54,56,52,50,56,33,33,31,39,44,45,54,47,49,49,30,30,39,38,54,45
2020-08-02,22:35:36,54,53,50,53,56,51,50,54,33,33,31,39,44,45,54,47,49,49,30,30,39,38,52,45
2020-08-02,22:35:38,54,52,52,52,55,50,49,55,33,33,31,39,44,45,53,47,49,49,30,30,39,38,52,45
2020-08-02,22:35:40,55,55,53,54,55,51,49,54,33,33,31,38,44,45,54,47,49,49,30,30,39,38,53,45
2020-08-02,22:35:42,55,54,51,54,56,51,52,54,33,33,31,39,44,45,54,46,48,49,30,30,39,38,53,45
2020-08-02,22:35:44,56,55,51,53,55,51,50,54,33,33,31,39,44,44,54,46,49,49,30,30,39,38,53,45
2020-08-02,22:35:46,57,55,51,54,57,50,51,54,32,32,31,38,44,44,54,46,49,49,31,30,39,38,54,45
2020-08-05,13:51:39,47,46,41,42,48,34,39,44,26,26,25,28,31,30,38,31,33,30,26,24,29,29,42,34
2020-08-05,13:51:41,44,41,37,39,43,35,36,42,26,26,25,28,31,30,38,31,33,30,26,25,30,29,39,33
2020-08-05,13:51:43,42,39,34,37,42,35,34,41,26,26,25,27,31,30,38,31,34,30,26,25,30,29,38,32
2020-08-05,13:51:45,39,39,32,37,41,35,33,39,26,26,24,27,31,31,38,32,34,30,26,24,30,29,37,32
2020-08-05,13:51:47,40,39,34,37,41,35,33,39,26,26,24,27,31,30,38,31,33,30,26,24,30,29,37,32
2020-08-05,13:51:49,41,40,35,38,40,35,35,39,26,26,24,27,31,30,38,31,34,30,26,24,30,29,38,32
2020-08-05,13:51:51,42,39,36,38,41,35,33,39,26,26,24,27,31,31,38,32,34,30,26,25,30,29,38,32
2020-08-05,13:51:53,38,39,34,40,40,35,33,40,26,26,24,27,31,31,38,32,34,30,26,25,30,29,37,32
2020-08-05,13:51:55,40,38,35,38,40,35,33,37,26,26,24,27,31,31,38,32,33,30,26,25,30,29,37,32
2020-08-05,13:51:57,42,39,34,37,41,35,34,40,26,26,24,28,31,31,38,32,34,30,26,25,30,29,37,32
2020-08-05,13:51:59,42,40,35,38,41,35,34,40,26,26,24,28,31,31,38,32,34,30,26,25,30,29,38,33
2020-08-05,13:52:01,41,39,35,37,41,35,35,39,26,26,24,28,31,31,38,32,34,30,26,25,30,29,38,32
2020-08-05,13:52:03,44,44,42,43,45,35,37,40,26,26,24,28,31,31,38,32,34,30,26,25,30,29,42,34
2020-08-05,13:52:05,40,40,35,40,42,35,34,41,26,26,24,27,31,31,38,32,34,30,26,25,30,29,38,33
2020-08-05,13:52:07,39,40,36,38,41,35,34,40,26,26,24,27,31,31,38,32,34,30,26,25,30,29,38,32
2020-08-05,13:52:09,38,38,35,38,41,35,33,39,26,26,24,28,31,31,38,32,34,31,26,25,30,29,37,32
2020-08-05,13:52:11,39,38,32,39,40,35,32,40,26,26,24,28,31,31,38,32,34,31,26,25,30,29,36,32
2020-08-05,13:52:13,40,41,35,37,40,34,34,39,26,26,24,28,30,31,38,32,34,31,26,25,30,29,37,32
2020-08-05,13:52:15,39,39,35,40,40,35,33,43,26,26,24,28,30,31,38,32,34,31,26,25,30,29,37,33
2020-08-05,13:52:17,43,41,36,39,41,34,35,39,26,26,24,28,30,31,38,32,34,31,26,25,30,29,38,33
2020-08-05,13:52:19,43,42,37,39,41,35,35,40,26,26,24,28,31,31,38,32,34,31,26,25,30,29,39,33
2020-08-05,13:52:21,40,38,35,40,43,34,33,41,26,26,24,28,31,31,38,32,34,31,26,25,30,29,38,33
2020-08-05,13:52:23,40,38,35,38,41,35,33,42,26,26,25,28,31,31,38,32,34,31,26,25,30,29,37,32
2020-08-05,13:52:25,39,38,34,41,40,34,32,41,26,26,25,28,31,31,38,32,34,31,26,25,30,29,37,32
2020-08-05,13:52:27,42,39,35,39,40,35,33,41,26,26,25,28,31,31,38,32,34,31,26,25,30,29,38,33
2020-08-05,13:52:29,40,40,35,38,40,35,34,39,26,26,25,28,31,31,38,32,34,31,26,25,30,29,37,32
2020-08-05,13:52:31,39,38,32,38,40,35,33,38,26,26,25,28,31,31,38,32,34,31,26,25,30,29,36,32
2020-08-05,13:52:33,43,41,36,37,41,35,36,39,26,26,25,28,31,31,38,32,34,31,26,25,30,29,39,33
2020-08-05,13:52:35,40,42,40,38,41,35,35,40,26,26,25,28,31,31,38,32,34,31,26,25,30,29,39,33
2020-08-05,13:52:37,41,39,35,38,41,34,33,39,26,26,25,28,31,31,38,32,34,31,26,25,30,29,37,32
2020-08-05,13:52:39,40,40,34,37,40,34,32,39,26,26,25,28,31,30,38,32,34,31,26,25,30,29,37,32
2020-08-05,13:52:41,42,41,37,40,42,35,36,42,26,26,25,28,31,30,38,32,34,31,26,25,30,29,39,33
2020-08-05,13:52:43,43,40,38,39,42,35,37,41,26,26,25,28,31,30,38,32,35,31,26,25,30,29,39,33
2020-08-05,13:52:45,43,42,36,39,43,35,36,40,26,26,25,28,31,30,38,32,35,31,26,25,30,29,39,33
2020-08-05,13:52:47,50,45,39,42,47,36,38,42,26,26,25,28,31,31,39,32,35,31,26,25,30,29,43,34
2020-08-05,13:52:49,43,43,36,40,43,36,35,43,26,26,25,28,31,31,39,32,35,31,26,25,30,29,39,33
2020-08-05,13:52:51,40,39,35,39,42,36,35,42,26,26,25,28,31,31,39,32,35,31,26,25,30,30,38,33
2020-08-05,13:52:53,44,44,40,42,45,36,39,44,26,26,25,28,31,31,39,32,35,31,26,25,30,30,41,34
2020-08-05,13:52:55,40,41,38,40,43,36,36,42,26,26,25,28,31,31,39,32,35,31,26,25,30,30,39,33
2020-08-05,13:52:57,42,40,37,42,42,37,36,43,26,26,25,28,31,31,38,32,35,31,26,25,30,30,39,33
2020-08-05,13:53:00,53,49,44,48,54,37,41,45,26,26,25,28,31,31,38,33,34,32,26,25,30,30,47,36
2020-08-05,13:53:01,52,55,46,47,54,36,44,45,26,26,25,28,32,31,39,32,35,32,26,25,30,30,48,36
2020-08-05,13:53:03,50,50,60,52,57,38,43,47,26,26,25,28,32,31,39,33,34,32,26,25,30,30,50,37
2020-08-05,13:53:05,48,47,41,44,48,38,41,44,26,26,25,28,32,32,39,33,35,32,26,25,30,30,44,35
2020-08-05,13:53:07,47,45,40,42,46,38,39,45,26,26,25,28,32,32,39,33,34,32,26,25,30,30,42,35
2020-08-05,13:53:09,47,44,38,42,45,38,40,44,26,26,25,28,32,32,39,33,34,32,26,25,30,30,42,34
2020-08-05,13:53:11,46,44,41,42,46,38,40,43,26,26,25,28,32,32,39,33,35,32,26,25,30,30,42,34
2020-08-05,13:53:13,44,44,40,42,45,38,39,45,26,26,25,28,32,32,39,33,35,32,26,25,30,30,42,34
2020-08-05,13:53:15,46,44,40,44,46,38,40,44,26,26,25,28,32,32,39,32,36,32,26,25,30,30,43,35
2020-08-05,13:53:17,45,44,41,43,46,38,40,44,26,26,25,28,32,32,39,32,36,32,26,25,30,30,42,35
2020-08-05,13:53:19,45,44,39,42,44,38,39,44,26,26,25,28,32,32,39,33,36,32,26,25,30,30,42,34
2020-08-05,13:53:21,45,45,40,43,45,38,39,44,26,26,25,28,32,32,39,33,36,32,26,25,30,30,42,34
2020-08-05,13:53:23,42,44,40,42,44,38,39,43,26,26,25,28,32,32,39,33,36,32,26,25,30,30,41,34
2020-08-05,13:53:25,44,41,38,41,45,38,38,43,26,26,25,28,32,32,39,33,36,32,26,25,30,30,41,34
2020-08-05,13:53:27,47,44,41,42,46,38,40,44,26,26,25,28,32,32,39,33,36,32,26,25,30,30,42,35
2020-08-05,13:53:29,46,44,39,41,44,38,38,42,26,26,25,28,32,32,39,33,36,32,26,25,30,30,41,34
2020-08-05,13:53:30,46,44,39,41,44,38,38,42,26,26,25,28,32,32,39,33,36,32,26,25,30,30,41,34
2020-08-05,13:53:30,46,44,39,41,44,38,38,42,26,26,25,28,32,32,39,33,36,32,26,25,30,30,41,34
2020-08-05,13:53:30,46,44,39,41,44,38,38,42,26,26,25,28,32,32,39,33,36,32,26,25,30,30,41,34
2020-08-05,13:53:30,46,44,39,41,44,38,38,42,26,26,25,28,32,32,39,33,36,32,26,25,30,30,41,34
2020-08-05,13:53:32,44,43,40,42,46,38,38,44,26,26,25,28,32,32,39,33,36,32,26,25,30,30,42,34
2020-08-05,13:53:34,46,44,41,43,46,38,40,45,26,26,25,29,32,32,39,33,36,32,26,25,30,30,42,35
2020-08-05,13:53:36,45,44,40,44,46,38,38,44,26,26,25,29,32,32,39,34,36,32,26,25,30,30,42,34
2020-08-05,13:53:38,45,45,40,43,44,39,39,44,26,26,25,28,32,33,39,34,36,32,26,25,30,30,42,35
2020-08-05,13:53:40,44,42,37,43,44,38,36,43,26,26,25,28,32,33,39,34,36,33,26,25,30,30,41,34
2020-08-05,13:53:42,40,42,37,41,44,38,36,42,26,26,25,28,32,33,39,34,36,33,26,26,30,30,40,34
2020-08-05,13:53:44,45,43,38,41,44,38,38,42,26,26,25,28,32,32,39,34,36,33,26,25,30,30,41,34
2020-08-05,13:53:46,43,43,41,44,44,38,39,43,26,26,25,28,32,33,39,34,36,33,26,25,30,30,42,34
2020-08-05,13:53:48,43,41,39,41,43,38,38,42,26,26,25,29,32,33,39,34,36,33,26,25,30,30,40,34
2020-08-05,13:53:50,43,41,38,41,43,38,38,43,26,26,25,28,32,33,39,34,36,33,26,25,30,30,40,34
2020-08-05,13:53:52,43,40,36,42,43,38,37,43,26,26,25,28,32,33,39,34,36,33,26,25,30,30,40,34
2020-08-05,13:53:54,40,41,38,42,43,38,36,42,26,26,25,28,32,33,40,34,36,33,26,25,30,30,40,34
2020-08-05,13:53:56,42,43,34,39,42,38,36,42,26,26,25,28,32,33,40,34,36,33,26,25,30,30,39,34
2020-08-05,13:53:58,42,42,36,41,42,37,36,42,26,26,25,28,32,33,40,34,36,33,26,25,30,30,39,34
2020-08-05,13:54:00,40,40,36,39,42,37,36,42,26,26,25,28,32,33,40,34,36,33,26,25,30,30,38,33
2020-08-05,13:54:02,42,44,36,40,43,37,36,42,26,26,25,29,32,33,40,33,36,33,26,26,30,30,40,34
2020-08-05,13:54:04,40,39,35,41,42,37,35,42,26,26,25,28,32,33,40,34,36,33,26,26,30,30,38,33
2020-08-05,13:54:06,42,39,35,43,42,37,34,41,26,26,25,29,32,33,40,34,36,33,26,25,30,30,39,34
2020-08-05,13:54:08,44,42,39,41,44,36,39,45,26,26,25,29,32,33,39,34,36,33,26,26,30,30,41,34
2020-08-05,13:54:10,42,39,37,42,42,36,35,42,26,26,25,28,32,33,39,34,36,33,26,25,30,30,39,33
2020-08-05,13:54:12,43,39,36,45,42,36,34,41,26,26,25,28,32,33,39,34,36,33,26,25,30,30,39,34
2020-08-05,13:54:14,42,39,36,38,42,37,35,40,26,26,25,29,32,33,39,34,36,33,26,25,30,30,38,33
2020-08-05,13:54:16,38,39,35,43,42,37,34,42,26,26,25,28,32,33,39,34,36,32,26,25,30,30,38,33
2020-08-05,13:54:18,39,40,36,38,41,37,34,42,26,26,25,29,32,33,39,33,36,33,26,25,30,30,38,33
2020-08-05,13:54:20,39,40,34,39,41,36,34,40,26,26,25,29,32,32,39,34,36,33,26,25,30,30,37,33
2020-08-05,13:54:22,40,38,37,40,41,36,34,40,26,26,25,29,32,33,39,34,36,33,26,25,30,30,38,33
2020-08-05,13:54:24,39,37,36,37,41,36,34,39,26,26,25,29,32,33,39,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:26,40,39,36,36,41,36,33,42,26,26,25,29,32,33,38,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:28,40,39,34,39,40,36,33,40,26,26,25,29,32,33,38,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:30,38,40,34,38,40,36,32,39,26,26,25,29,32,32,38,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:32,38,38,35,39,40,36,34,41,26,26,25,29,32,32,38,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:34,38,39,34,36,40,36,33,40,26,26,25,29,32,32,38,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:36,38,40,35,38,40,36,34,39,26,26,25,28,32,32,39,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:38,39,38,35,37,40,35,33,40,26,26,25,29,32,32,39,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:40,38,39,34,39,40,35,32,39,26,26,25,29,32,32,38,33,36,33,26,25,30,30,37,33
2020-08-05,13:54:42,39,38,35,37,39,35,32,40,26,26,25,29,32,32,38,33,36,33,26,25,30,30,36,32
2020-08-05,13:54:44,40,39,33,38,40,35,32,39,26,26,25,29,32,32,38,33,35,33,26,25,30,30,37,32
2020-08-05,13:54:46,39,38,35,38,39,35,33,39,26,26,25,29,32,32,38,33,35,33,26,25,30,30,37,32
2020-08-05,13:54:48,42,37,35,38,39,34,32,38,26,26,25,29,32,32,38,32,35,33,26,25,30,30,37,32
2020-08-05,13:54:50,40,37,35,36,39,34,32,36,26,26,25,29,32,32,38,33,35,33,26,25,30,30,36,32
2020-08-05,13:54:52,40,34,35,36,39,35,32,40,26,26,25,29,32,32,38,33,35,33,26,25,30,30,36,32
2020-08-05,13:54:54,40,38,32,37,39,35,32,39,26,26,25,29,32,32,38,32,35,33,26,25,30,30,36,32
2020-08-05,13:54:56,38,38,32,37,39,35,32,39,26,26,25,29,32,32,38,32,35,33,26,25,30,29,36,32
2020-08-05,13:54:58,39,37,34,37,39,35,31,39,26,26,25,29,32,32,38,33,35,33,26,25,30,29,36,32
2020-08-05,13:55:00,37,37,33,36,38,35,32,38,26,26,25,29,32,32,38,32,35,33,26,25,30,29,35,32
2020-08-05,13:55:02,39,37,32,35,38,35,31,38,26,26,25,29,32,32,38,33,35,33,26,25,30,29,35,32
2020-08-05,13:55:04,38,36,37,37,38,35,31,38,26,26,25,29,32,32,38,33,35,33,26,25,30,29,36,32
2020-08-05,13:55:06,36,38,32,38,38,35,31,38,26,26,25,29,32,32,38,33,35,33,26,25,30,29,35,32
2020-08-05,13:55:08,37,37,32,37,38,34,32,38,26,26,25,29,32,32,38,33,34,33,26,25,30,29,35,32
2020-08-05,13:55:10,36,38,35,37,38,34,31,37,26,26,25,29,32,32,38,33,35,33,26,25,30,29,35,32
2020-08-05,13:55:12,40,39,35,36,39,34,34,40,26,26,25,29,32,32,38,33,35,33,26,25,30,29,37,32
2020-08-05,13:55:14,39,39,35,38,40,34,33,42,26,26,25,29,32,32,38,33,35,33,26,24,30,29,37,33
2020-08-05,13:55:16,42,42,36,38,42,35,36,42,26,26,25,29,32,32,38,33,35,33,26,25,30,29,39,33
2020-08-05,13:55:18,40,39,36,39,41,34,34,43,26,26,25,29,32,32,38,33,36,33,26,24,30,29,38,33
2020-08-05,13:55:20,43,41,37,39,42,35,37,42,26,26,26,29,32,32,38,33,36,33,26,25,30,29,39,33
2020-08-05,13:55:22,39,38,36,38,42,36,34,43,26,26,26,29,32,32,38,33,36,33,26,24,30,29,38,33
