Date,Time,CPU Core 1 (C),CPU Core 2 (C),CPU Core 3 (C),CPU Core 4 (C),CPU PECI (C),CPU Proximity (C),CPU System Agent Core (C),Intel Iris Pro GPU (C),Battery (C),Battery Management Unit (C),Battery Proximity (C),Air Flow Proximity (C),AirPort Proximity (C),Left Heatsink Proximity (C),Platform Controller Hub Die (C),Right Heatsink Proximity (C),Memory Module Proximity (C),Memory Slot (C),Palmrest Proximity (C),Palmrest Proximity (C),SSD A (C),SSD B (C),CPU Average (C),Computer Average (C)
2020-08-02,21:01:44,43,39,37,40,42,38,34,40,32,32,31,33,36,35,44,37,41,39,31,30,33,33,39,36
2020-08-02,21:01:46,40,42,37,42,42,38,35,42,32,32,31,33,36,34,44,36,41,39,31,30,33,33,39,36
2020-08-02,21:01:48,42,41,35,41,41,38,34,43,32,32,31,33,36,35,44,36,41,39,31,30,33,33,39,36
2020-08-02,21:01:50,42,41,37,39,41,38,36,40,32,32,31,33,36,34,44,36,41,39,31,30,33,33,39,36
2020-08-02,21:01:52,40,42,36,39,42,38,35,41,32,32,31,33,36,35,44,36,41,39,31,30,33,33,39,36
2020-08-02,21:01:54,40,40,36,38,42,38,34,42,32,32,31,34,36,35,44,36,41,39,31,30,33,33,38,36
2020-08-02,21:01:56,43,40,37,38,41,38,34,41,32,32,31,33,36,34,44,36,41,39,31,30,33,33,39,36
2020-08-02,21:01:58,40,40,37,40,41,38,35,40,32,32,31,34,36,34,44,36,41,39,31,30,33,33,39,36
2020-08-02,21:02:00,42,42,37,41,43,38,36,42,32,32,31,34,36,34,44,36,41,39,31,30,33,33,40,37
2020-08-02,21:02:02,44,41,38,42,45,38,35,42,32,32,31,33,36,34,44,36,41,39,30,30,33,33,40,37
2020-08-02,21:02:04,42,40,35,43,42,38,36,42,32,32,31,34,36,34,44,36,41,39,30,30,34,33,39,37
2020-08-02,21:02:06,40,40,35,42,42,38,34,41,32,32,31,33,36,34,44,36,41,39,31,30,34,33,39,36
2020-08-02,21:02:08,42,42,35,42,42,38,34,40,32,32,31,33,36,35,44,36,41,39,31,30,34,33,39,36
2020-08-02,21:02:10,42,42,37,42,41,38,34,42,32,32,31,33,36,34,44,36,41,39,31,30,34,33,39,37
2020-08-02,21:02:12,43,40,41,41,41,38,35,42,32,32,31,33,36,34,44,36,41,39,31,30,34,33,40,37
2020-08-02,21:02:14,40,43,37,42,45,38,35,42,32,32,31,34,36,34,44,36,41,39,31,30,34,33,40,37
2020-08-02,21:02:16,39,39,36,40,42,38,33,42,32,32,31,33,36,35,44,36,41,39,31,30,34,33,38,36
2020-08-02,21:02:18,42,40,36,38,41,38,34,40,32,32,31,33,36,34,44,36,41,39,31,30,34,33,38,36
2020-08-02,21:02:20,39,40,36,43,41,37,34,41,32,32,31,33,36,35,44,36,41,39,31,30,34,33,39,36
2020-08-02,21:02:22,42,40,35,41,41,37,34,41,32,32,31,33,36,34,44,36,41,39,31,30,34,33,38,36
2020-08-02,21:02:24,39,40,36,45,41,37,33,39,32,32,31,33,36,34,44,36,41,39,31,30,34,33,39,36
2020-08-02,21:02:26,38,40,36,42,41,37,32,39,32,32,31,34,36,35,44,36,41,39,31,30,34,33,38,36
2020-08-02,21:02:28,40,39,35,45,41,37,32,40,32,32,31,33,36,35,44,36,41,39,31,30,34,33,38,36
2020-08-02,21:02:30,39,40,35,38,41,37,33,42,32,32,31,34,36,35,44,36,41,39,31,30,34,33,38,36
2020-08-02,21:02:32,39,39,35,38,41,37,33,41,32,32,31,33,36,35,44,36,41,39,31,30,34,33,38,36
2020-08-02,21:02:34,43,40,34,42,41,37,32,41,32,32,31,33,36,34,44,35,41,39,31,30,34,33,38,36
2020-08-02,21:02:36,40,40,38,39,41,37,32,40,32,32,31,33,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:02:38,42,41,35,38,41,37,34,39,32,32,31,33,36,34,44,36,41,39,31,30,34,33,38,36
2020-08-02,21:02:40,43,40,35,39,41,37,35,40,32,32,31,33,36,35,44,35,41,39,31,30,34,33,39,36
2020-08-02,21:02:42,40,39,35,39,40,37,34,39,32,32,31,33,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:02:44,42,39,35,40,40,37,33,39,32,32,31,34,36,34,44,35,41,39,31,30,34,33,38,36
2020-08-02,21:02:46,39,42,37,42,40,37,32,39,32,32,31,33,36,35,44,35,41,39,31,30,34,33,38,36
2020-08-02,21:02:48,40,40,34,37,40,37,33,39,32,32,31,33,36,35,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:02:50,38,39,36,39,40,37,32,40,32,32,31,34,36,35,44,35,41,39,31,30,34,33,37,36
2020-08-02,21:02:52,38,39,36,39,40,37,31,41,32,32,31,33,36,35,44,35,41,39,31,30,34,33,37,36
2020-08-02,21:02:54,40,38,34,37,40,37,32,39,32,32,31,33,36,35,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:02:56,40,40,36,38,40,37,32,39,32,32,31,33,36,35,43,35,40,39,31,30,34,33,38,36
2020-08-02,21:02:58,39,38,34,43,40,36,32,40,32,32,31,33,36,35,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:00,43,40,34,41,40,36,32,40,32,32,31,33,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:03:02,39,38,36,40,40,36,33,38,32,32,31,34,36,35,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:04,40,38,36,40,40,36,32,40,32,32,31,33,36,35,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:06,40,39,35,44,40,36,32,39,32,32,31,33,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:03:08,39,36,35,40,40,36,32,40,32,32,31,33,36,35,44,34,40,39,31,30,34,33,37,36
2020-08-02,21:03:10,40,39,37,37,40,36,33,40,32,32,31,34,36,35,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:12,38,39,32,36,40,36,32,38,32,32,31,34,36,35,43,34,40,39,31,30,34,33,36,35
2020-08-02,21:03:14,42,39,35,37,40,36,34,39,32,32,31,34,36,35,44,34,40,39,31,30,34,33,38,36
2020-08-02,21:03:16,40,38,34,43,40,36,32,39,32,32,31,34,36,35,43,35,40,39,31,30,34,33,38,36
2020-08-02,21:03:18,43,39,35,38,40,36,32,41,32,32,31,33,36,35,43,34,40,39,31,30,34,33,38,36
2020-08-02,21:03:20,38,39,37,38,40,36,31,39,32,32,31,33,36,35,44,34,40,39,31,30,34,33,37,36
2020-08-02,21:03:22,40,39,36,39,40,36,32,41,32,32,31,33,36,35,43,34,40,39,31,30,34,33,37,36
2020-08-02,21:03:24,38,38,35,39,40,36,31,39,32,32,31,33,36,35,44,34,40,39,31,30,34,33,37,35
2020-08-02,21:03:26,38,40,36,39,40,36,32,41,32,32,31,34,36,35,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:28,40,39,35,36,40,36,33,38,32,32,31,34,36,35,43,34,40,39,31,30,34,33,37,36
2020-08-02,21:03:30,42,38,35,37,40,36,33,39,32,32,31,34,36,35,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:32,38,38,34,37,40,36,33,40,32,32,31,34,36,35,43,35,40,39,31,30,34,33,36,35
2020-08-02,21:03:34,41,39,34,38,40,36,34,40,32,32,31,34,36,35,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:36,39,40,37,39,40,36,32,40,32,32,31,33,36,35,43,35,40,39,31,30,34,33,38,36
2020-08-02,21:03:38,40,38,34,39,39,36,33,39,32,32,31,34,36,34,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:40,42,40,32,38,39,36,33,40,32,32,31,33,36,34,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:42,37,39,35,39,39,36,32,40,32,32,31,34,36,35,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:44,49,53,48,44,45,36,37,40,32,32,31,34,36,35,44,35,40,39,31,30,34,33,45,38
2020-08-02,21:03:46,40,38,36,38,42,36,33,39,32,32,31,34,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:03:48,40,38,35,39,40,36,33,41,32,32,31,33,36,34,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:03:50,42,38,34,41,40,36,33,40,32,32,31,34,36,34,44,35,40,39,30,30,34,33,38,36
2020-08-02,21:03:52,40,41,35,37,40,36,33,41,32,32,31,34,36,34,44,34,40,39,30,30,34,33,37,36
2020-08-02,21:03:54,38,39,36,38,40,36,33,41,32,32,31,34,36,34,44,34,40,39,31,30,34,33,37,36
2020-08-02,21:03:56,39,40,36,38,40,36,33,39,32,32,31,34,36,35,44,34,40,39,31,30,34,33,37,36
2020-08-02,21:03:58,41,40,36,38,40,37,33,39,32,32,32,33,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:04:00,42,40,35,40,40,37,33,39,32,32,32,33,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:04:02,40,40,37,40,40,37,33,42,32,32,32,33,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:04:04,39,39,35,38,40,37,32,40,32,32,32,34,36,35,44,35,40,39,31,31,34,33,37,36
2020-08-02,21:04:06,38,39,36,40,40,37,33,40,32,32,32,34,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:04:08,41,40,36,38,40,37,34,40,32,32,32,33,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:04:10,42,40,35,41,40,37,33,41,32,32,32,33,36,35,44,36,40,39,31,30,34,33,38,36
2020-08-02,21:04:12,38,39,36,39,40,37,32,39,32,32,32,34,36,35,44,36,40,39,31,30,34,33,37,36
2020-08-02,21:04:14,40,38,35,39,40,37,33,39,32,32,32,34,36,35,44,36,40,39,31,30,34,33,37,36
2020-08-02,21:04:16,40,38,35,38,40,37,33,41,32,32,32,33,36,35,44,36,40,39,30,30,34,33,37,36
2020-08-02,21:04:18,38,41,37,41,40,37,32,42,32,32,32,33,36,35,44,36,40,39,31,30,34,33,38,36
2020-08-02,21:04:20,40,39,36,37,40,37,32,39,32,32,32,33,36,34,44,36,40,39,31,30,34,33,37,36
2020-08-02,21:04:22,38,39,35,37,40,37,32,40,32,32,32,34,36,35,44,36,40,39,30,30,34,33,37,36
2020-08-02,21:04:24,42,40,34,38,40,37,32,42,32,32,32,33,36,35,44,36,40,39,30,30,34,33,38,36
2020-08-02,21:04:26,38,38,35,40,40,37,32,39,32,32,32,34,36,35,44,36,40,39,31,30,34,33,37,36
2020-08-02,21:04:28,37,38,37,39,40,37,32,40,32,32,32,33,36,35,44,36,40,39,30,30,34,33,37,36
2020-08-02,21:04:30,38,39,35,40,40,37,32,39,32,32,32,33,36,35,44,36,40,39,30,30,34,33,37,36
2020-08-02,21:04:32,39,39,34,38,40,37,33,39,32,32,32,34,36,34,44,35,40,39,31,30,34,33,37,36
2020-08-02,21:04:34,39,39,36,42,40,36,32,39,32,32,32,34,36,34,44,35,40,39,30,30,34,33,38,36
2020-08-02,21:04:36,38,38,35,38,40,36,32,41,32,32,32,34,36,35,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:04:38,40,39,35,38,40,36,31,39,32,32,32,34,36,35,44,35,40,39,30,30,34,33,37,36
2020-08-02,21:04:40,42,38,35,41,40,36,32,41,32,32,32,33,36,34,43,35,40,39,31,31,34,33,38,36
2020-08-02,21:04:42,42,39,37,39,40,36,33,42,32,32,32,34,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:04:44,40,36,34,38,40,36,33,40,32,32,32,33,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:04:46,41,40,35,38,40,36,34,39,32,32,32,34,36,34,43,35,40,39,31,30,34,33,38,36
2020-08-02,21:04:48,41,40,34,38,40,36,34,39,32,32,32,34,36,35,44,35,40,39,31,30,34,33,38,36
2020-08-02,21:04:50,39,37,35,38,40,36,32,38,32,32,32,33,36,35,44,35,40,39,31,30,34,33,37,35
2020-08-02,21:04:52,39,40,36,44,40,36,33,39,32,32,32,33,36,35,44,35,40,39,31,31,34,33,38,36
2020-08-02,21:04:54,39,40,35,39,40,36,32,39,32,32,32,34,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:04:56,40,39,32,38,40,36,32,38,32,32,32,33,36,35,43,35,40,39,31,30,34,33,37,35
2020-08-02,21:04:58,37,38,36,37,39,36,33,38,32,32,32,33,36,34,43,35,40,39,31,31,34,33,36,35
2020-08-02,21:05:00,39,39,34,38,39,36,33,39,32,32,32,34,36,35,43,34,40,39,31,30,34,33,37,36
2020-08-02,21:05:02,39,39,36,37,40,36,32,39,32,32,32,34,36,34,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:05:04,38,38,34,38,39,36,32,39,32,32,32,34,36,35,43,34,40,39,31,30,34,33,36,35
2020-08-02,21:05:06,40,40,34,39,40,36,33,40,32,32,32,34,36,35,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:05:08,40,39,36,38,40,36,33,40,32,32,32,34,36,34,43,34,40,39,31,30,34,33,37,36
2020-08-02,21:05:10,39,38,35,38,39,36,33,39,32,32,32,34,36,35,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:05:12,38,39,35,39,39,36,31,40,32,32,32,34,36,34,43,35,40,39,31,30,34,33,37,36
2020-08-02,21:05:14,39,38,35,42,42,36,32,41,32,32,32,33,36,35,43,34,40,39,31,30,34,33,38,36
2020-08-02,21:05:16,41,39,36,39,40,36,34,40,32,32,32,34,36,34,43,35,40,39,31,31,34,33,38,36
2020-08-02,21:05:18,42,37,36,39,40,36,34,39,32,32,32,34,36,34,43,35,40,39,31,30,34,33,38,36
2020-08-02,21:05:20,40,39,32,39,40,36,32,39,32,32,32,34,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:22,42,39,35,38,40,36,33,40,32,32,32,34,36,34,43,34,40,39,31,31,34,33,37,36
2020-08-02,21:05:24,41,38,36,37,40,36,33,39,32,32,32,34,36,34,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:26,41,38,35,38,40,36,32,40,32,32,32,34,36,34,43,34,40,39,31,31,34,33,37,36
2020-08-02,21:05:28,39,40,35,38,40,36,33,42,33,33,32,34,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:30,42,40,37,38,40,36,32,39,33,33,32,34,36,35,43,35,40,39,31,31,34,33,38,36
2020-08-02,21:05:32,39,38,35,40,40,36,32,39,33,33,32,33,36,34,44,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:34,38,39,35,40,40,36,33,40,33,33,32,34,36,35,43,34,40,39,31,31,34,33,37,36
2020-08-02,21:05:36,39,39,34,42,40,36,31,39,33,33,32,34,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:38,42,38,32,38,40,36,33,41,33,33,32,34,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:40,40,39,37,36,40,36,32,41,33,33,32,34,36,34,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:42,39,41,31,36,40,36,33,40,33,33,32,33,36,35,44,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:44,40,38,34,39,40,36,33,42,33,33,32,34,36,34,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:46,39,37,35,36,40,36,31,39,33,33,32,33,36,34,43,35,40,39,31,31,34,33,36,35
2020-08-02,21:05:48,39,38,36,37,40,36,31,38,33,33,32,34,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:50,38,37,36,38,40,36,31,40,33,33,32,33,36,34,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:52,39,38,34,39,39,36,32,38,33,33,32,33,36,34,42,35,40,39,31,31,34,33,37,35
2020-08-02,21:05:54,39,38,35,37,39,36,32,39,33,33,32,33,36,34,42,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:56,38,39,35,40,40,36,31,40,33,33,32,34,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:05:58,39,39,35,39,40,36,32,39,33,33,32,34,36,34,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:06:00,40,41,35,38,40,36,32,39,33,33,32,34,36,35,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:06:02,42,37,34,40,41,36,33,41,33,33,32,34,35,34,43,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:04,39,38,34,37,40,36,32,40,33,33,32,33,36,35,43,35,40,39,31,31,34,33,36,36
2020-08-02,21:06:06,40,38,35,39,40,36,32,39,33,33,32,34,35,34,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:06:08,39,40,37,36,40,36,32,39,33,33,32,33,35,34,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:06:10,40,36,37,38,40,36,32,39,33,33,32,34,35,34,43,35,40,39,31,31,34,33,37,36
2020-08-02,21:06:12,47,44,40,42,50,36,37,41,33,33,32,34,35,34,43,35,40,39,31,31,34,33,42,37
2020-08-02,21:06:14,39,39,36,39,41,36,33,41,33,33,32,34,35,34,44,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:16,43,40,34,38,41,36,34,40,33,33,32,34,35,35,44,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:18,41,40,36,41,41,37,33,39,33,33,32,34,35,35,44,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:20,40,40,36,38,40,37,34,39,33,33,32,34,35,34,44,34,40,39,31,31,34,33,38,36
2020-08-02,21:06:22,40,38,36,44,40,37,32,41,33,33,32,34,35,35,44,34,40,39,31,31,34,33,38,36
2020-08-02,21:06:24,40,41,37,40,40,37,33,38,33,33,32,34,36,34,43,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:26,39,40,36,39,40,37,33,39,33,33,32,33,36,35,43,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:28,45,45,44,45,43,37,36,41,33,33,32,34,36,35,43,35,40,39,31,31,34,33,42,38
2020-08-02,21:06:30,41,40,35,38,40,37,33,41,33,33,32,34,36,35,44,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:32,39,41,37,41,41,37,32,39,33,33,32,34,36,35,44,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:34,38,38,37,40,40,37,33,41,33,33,32,34,36,35,43,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:36,41,39,37,38,41,37,35,39,33,33,32,34,36,35,43,35,40,39,31,31,34,33,38,36
2020-08-02,21:06:38,42,39,37,42,41,37,33,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,39,36
2020-08-02,21:06:40,42,38,34,37,40,37,33,40,33,33,32,34,36,35,44,35,40,39,31,31,34,33,37,36
2020-08-02,21:06:42,39,39,32,40,40,37,34,42,33,33,32,34,36,35,44,36,40,39,31,31,34,33,37,36
2020-08-02,21:06:44,38,40,38,39,40,37,34,40,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:06:46,40,39,37,38,40,37,32,39,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:06:48,38,39,32,37,40,37,33,40,33,33,32,34,36,35,43,36,40,39,31,31,34,33,37,36
2020-08-02,21:06:50,39,39,36,41,40,37,32,41,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:06:52,39,40,36,39,40,37,33,40,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:06:54,40,39,36,37,40,37,33,39,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:06:56,40,38,35,40,40,37,32,41,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:06:58,39,38,35,41,40,37,34,41,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:00,38,39,35,38,40,37,33,39,33,33,32,34,36,35,43,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:02,39,39,36,39,40,37,33,42,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:04,40,39,35,38,40,37,33,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:06,42,39,34,38,40,37,33,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:08,41,40,34,39,40,37,33,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:10,40,38,36,38,40,37,33,41,33,33,32,34,36,35,44,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:12,42,40,37,40,40,37,33,42,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,37
2020-08-02,21:07:14,41,40,36,40,40,37,33,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:16,42,40,35,38,40,37,33,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:18,41,42,35,37,40,37,32,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:20,39,39,35,40,40,37,32,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:22,40,38,35,41,40,37,33,41,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:24,42,41,36,37,40,37,33,38,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:26,40,39,36,39,40,37,34,41,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:28,42,40,33,38,40,36,34,39,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:30,42,38,36,38,40,37,33,39,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:32,40,40,34,37,40,37,33,40,33,33,32,34,36,35,43,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:34,42,38,35,38,40,37,32,41,33,33,32,33,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:36,40,38,37,38,40,36,33,41,33,33,32,34,36,35,43,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:38,39,40,36,37,40,37,33,41,33,33,32,34,36,35,43,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:40,40,36,37,39,40,37,33,38,33,33,32,34,36,35,44,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:42,42,39,37,38,40,37,33,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:44,40,39,35,38,40,36,34,40,33,33,32,34,36,35,44,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:46,38,40,36,38,40,36,35,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:48,42,38,36,39,40,37,34,41,33,33,32,34,36,35,44,36,40,39,31,31,34,33,38,36
2020-08-02,21:07:50,39,39,34,39,40,37,33,39,33,33,32,34,36,35,44,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:52,42,41,36,38,41,36,35,40,33,33,32,34,36,35,44,36,40,39,31,31,34,33,39,36
2020-08-02,21:07:54,41,39,35,38,40,37,33,40,33,33,32,34,36,35,44,36,40,39,31,31,34,33,37,36
2020-08-02,21:07:56,40,41,36,38,41,37,33,40,33,33,32,34,36,35,44,36,40,39,32,31,34,33,38,36
2020-08-02,21:07:58,43,42,36,39,41,37,33,41,33,33,32,34,36,35,44,36,40,39,32,31,34,33,39,37
2020-08-02,21:08:00,41,40,36,38,41,36,34,39,33,33,32,34,36,35,44,36,40,39,32,31,34,33,38,36
2020-08-02,21:08:02,42,40,36,38,41,36,34,40,33,33,32,34,36,35,44,36,40,39,32,31,34,33,38,36
2020-08-02,21:08:04,43,38,36,43,41,36,33,40,33,33,32,34,36,35,44,36,40,39,32,31,34,33,39,37
2020-08-02,21:08:06,41,41,36,38,41,37,34,40,33,33,32,34,36,35,44,36,40,39,32,31,34,33,38,36
2020-08-02,21:08:08,40,40,35,37,41,37,34,42,33,33,32,34,36,35,44,36,40,39,32,31,34,33,38,36
2020-08-02,21:08:10,40,40,38,40,44,37,36,43,33,33,32,34,36,35,44,36,40,39,32,31,34,33,39,37
2020-08-02,21:08:12,45,44,39,43,47,37,37,41,33,33,32,34,36,35,44,36,41,39,32,31,34,34,42,38
2020-08-02,21:08:14,42,40,37,40,43,38,36,41,33,33,32,34,36,35,44,36,41,39,32,31,34,34,39,37
2020-08-02,21:08:16,42,40,37,41,43,38,34,43,33,33,32,34,36,35,44,36,40,39,32,31,34,34,39,37
2020-08-02,21:08:18,46,52,44,50,47,38,39,43,33,33,32,34,36,35,44,36,40,39,32,31,34,34,45,39
2020-08-02,21:08:20,42,40,37,42,43,38,35,42,33,33,32,34,36,35,44,36,40,39,32,31,34,34,40,37
2020-08-02,21:08:22,45,42,39,41,44,38,38,42,33,33,32,34,36,35,44,36,41,39,32,31,34,34,41,38
2020-08-02,21:08:24,44,42,37,40,43,38,35,43,33,33,32,34,36,35,44,36,41,39,32,31,34,34,40,37
2020-08-02,21:08:26,44,44,37,41,43,38,38,42,33,33,32,34,36,34,44,36,41,39,32,31,34,34,41,37
2020-08-02,21:08:28,43,42,38,41,43,38,36,41,33,33,32,34,36,35,44,36,41,39,32,31,34,34,40,37
2020-08-02,21:08:30,43,39,37,42,43,38,35,43,33,33,32,34,36,35,44,36,41,39,32,31,34,34,40,37
2020-08-02,21:08:32,42,44,40,40,43,38,35,43,33,33,32,34,36,35,44,36,41,39,32,31,34,34,40,37
2020-08-02,21:08:34,43,40,38,40,43,38,35,43,33,33,32,34,36,34,44,36,41,39,32,30,34,34,40,37
2020-08-02,21:08:36,41,40,36,42,42,38,34,42,33,33,32,34,36,34,44,36,41,39,32,30,34,34,39,37
2020-08-02,21:08:38,42,40,35,38,42,38,34,43,33,33,32,34,36,35,44,36,41,39,32,31,34,34,38,37
2020-08-02,21:08:40,42,40,38,41,42,38,34,42,33,33,32,34,36,34,44,36,41,39,32,31,34,34,39,37
2020-08-02,21:08:42,43,41,37,42,42,38,34,42,33,33,32,34,36,34,44,36,41,39,32,31,34,34,40,37
2020-08-02,21:08:44,40,40,38,39,42,38,34,42,33,33,32,34,36,34,43,36,41,39,32,31,34,34,39,37
2020-08-02,21:08:46,40,40,35,40,42,38,35,43,33,33,32,34,36,34,44,36,41,39,32,31,34,34,39,37
2020-08-02,21:08:48,54,58,55,50,54,38,42,45,33,33,32,34,36,34,44,36,41,39,32,31,34,34,50,40
2020-08-02,21:08:50,45,43,40,42,45,38,37,44,33,33,32,34,36,35,44,36,41,39,32,31,34,34,41,38
2020-08-02,21:08:52,45,43,40,41,45,39,40,46,33,33,32,34,36,34,44,36,41,39,32,31,35,34,42,38
2020-08-02,21:08:54,45,45,40,42,45,39,39,46,33,33,32,34,36,35,44,36,41,38,32,31,35,34,42,38
2020-08-02,21:08:56,46,44,40,44,46,39,40,45,33,33,32,34,36,35,44,36,41,39,32,31,35,34,43,38
2020-08-02,21:08:58,46,46,40,43,46,39,39,47,33,33,32,34,36,35,44,36,41,39,32,31,35,34,43,38
2020-08-02,21:09:00,45,46,41,44,46,40,40,46,33,33,32,34,36,35,44,36,42,39,32,31,35,34,43,38
2020-08-02,21:09:02,47,45,42,44,47,40,40,47,33,33,32,34,36,35,44,36,42,39,32,31,35,34,44,38
2020-08-02,21:09:04,48,46,41,43,47,40,42,46,33,33,32,34,36,36,44,36,42,39,32,31,35,34,44,39
2020-08-02,21:09:06,47,45,42,44,47,40,41,46,33,33,32,34,36,35,44,36,42,39,32,31,35,34,44,38
2020-08-02,21:09:08,48,47,42,45,47,40,42,47,33,33,32,34,36,36,44,36,42,39,32,31,35,34,44,39
2020-08-02,21:09:10,47,46,41,44,47,41,42,47,33,33,32,34,36,36,44,36,42,39,32,31,35,34,44,39
2020-08-02,21:09:12,45,44,41,45,47,41,40,46,33,33,32,34,36,36,44,36,42,39,32,31,35,34,43,38
